재배유형,날짜,요일,추천작업,작업설명,이시기_주의사항
겨울(시설)재배,2026-12-09,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-10,목,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-11,금,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-12,토,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-13,일,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-14,월,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-15,화,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-16,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-17,목,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-18,금,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-19,토,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-20,일,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-21,월,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-22,화,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-23,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-24,목,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-25,금,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-26,토,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-27,일,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-28,월,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-29,화,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-30,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2026-12-31,목,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설 보온 관리, 저장 중인 감자는 저온(3~4℃) 유지 및 주기적 환기"
겨울(시설)재배,2027-01-01,금,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-02,토,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-03,일,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-04,월,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-05,화,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-06,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-07,목,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-08,금,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-09,토,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-10,일,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-11,월,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-12,화,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-13,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-14,목,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-15,금,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-16,토,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-17,일,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-18,월,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-19,화,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-20,수,파종 · 시설 보온 & 관수,시설 안에서 심어요. / 보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-21,목,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-22,금,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-23,토,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-24,일,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-25,월,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-26,화,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-27,수,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-28,목,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-29,금,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-30,토,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-01-31,일,시설 보온 & 관수,보온·물 관리가 핵심.,"시설재배 저온 관리 필요(보온), 씨감자 싹틔움상 적정온도(18~25℃) 유지"
겨울(시설)재배,2027-02-01,월,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-02,화,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-03,수,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-04,목,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-05,금,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-06,토,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-07,일,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-08,월,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-09,화,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-10,수,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-11,목,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-12,금,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-13,토,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-14,일,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-15,월,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-16,화,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-17,수,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-18,목,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-19,금,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-20,토,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-21,일,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-22,월,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-23,화,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-24,수,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-25,목,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-26,금,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-27,토,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-02-28,일,시설 환기 & 병해충 방제,,"시설 내 고온 환기 필요, 노지 봄재배는 저온·서리로 출현·생육 지연 우려 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
겨울(시설)재배,2027-04-11,일,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-12,월,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-13,화,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-14,수,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-15,목,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-16,금,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-17,토,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-18,일,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-19,월,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-20,화,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-21,수,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-22,목,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-23,금,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-24,토,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-25,일,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-26,월,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-27,화,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-28,수,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-29,목,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-04-30,금,수확,,"가뭄 대비 물 관리, 늦서리 주의 지속(고랭지) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-01,토,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-02,일,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-03,월,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-04,화,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-05,수,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-06,목,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-07,금,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-08,토,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-09,일,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-10,월,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-11,화,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-12,수,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-13,목,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-14,금,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-15,토,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-16,일,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-17,월,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-18,화,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-19,수,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
겨울(시설)재배,2027-05-20,목,수확,,"가뭄·장마 대비, 덩이줄기 비대기 물 관리 특히 중요(부족 시 비대 불량) / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
