서비스ID,서비스명,서비스분야,서비스목적요약,지원내용,선정기준,소관기관명,소관기관유형,부서명,사용자구분,신청기한,신청방법,접수기관,전화문의,상세조회URL,조회수,_매칭키워드
646000000179,원예작물 연작장해 경감제 지원,농림축산어업,농업인에게 원예작물 연작장해 경감제 지원,"○ 원예작물 연작장해 경감제 지원사업
 - 농업경영체에 등록된 1,000㎡ 이상 시설원예 재배농가, 작목반
 - 연작장해 경감제 지원(360만원/ha)",,전남광주통합특별시,광역시도,식량원예과,개인,상시신청,방문신청,,식량원예과/061-286-6492,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000179,820,"농업,농가"
646000000203,농기계 종합보험 가입 보험료 일부 지원,생활안정,농기계 종합보험 가입 보험료의 80% 보조 지원 ,"○ 사 업 량 : 20천대
○ 사 업 비 : 13,334백만원(국비 6,667 50%, 도비 1,200 9%, 시군비 2,800 21%, 자부담 2,667 20%)
   - 국비는 농식품부에서 보험사인 NH농협손해보험에 직접 지원
○ 사업내용 : 농기계종합보험 가입 보험료의 80% 지원
   - ('19.) 국비 50%만 지원 → ('20.이후) 국비 50%+지방비 30% 지원
○ 가입대상 : 보험대상 농기계(14종*)를 소유하고 있는 19세 이상 농업인, 농업법인 종사자 중 농기계 운전이 가능한 자
     * 보험대상 농기계(14종) : 트랙터, 콤바인, 경운기, SS분무기, 승용관리기, 항공방제기 등
○ 가입시기 : 연중
○ 보장내용 : 대인배상, 대물배상, 농기계손해, 자기신체사고(사망, 부상 등)",,전남광주통합특별시,광역시도,식량원예과,개인,상시신청,방문신청,,전남광주통합특별시 식량원예과/061-286-6493,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000203,811,농업
646000000206,청년농업인 농지 확보 지원 서비스,농림축산어업,청년농업인과 농지 매매(임대) 계약을 체결한 농지 소유주에게 지원금 지급 ,"o 추진배경: 창농의 가장 기본적 요소인 농지마련에 어려움을 겪고있는 청년 농업인의 어려움 해소 및 영농초기 안정적 정착 유도
o 사업기간: 2024. 1. ~ 12.
o 사업량: 160명, 80ha
o 지원한도: 1인당 연간 120만원 한도          *소농직불금 기준 : 120만원/5,000㎡
   - 청년농업인 1인당 농지확보(매입, 임대) 자금 지원은 최대 5,000㎡(0.5ha) 제한
o 지원기간 : 1인당 최대 3년간 지원 (매년신청)
o 사업내용 : 청년농업인과 농지매매(임대) 계약을 체결한 농지 소유주에게 지원금 지급
o 지원대상 : 농업경영체 등록 청년농업인(만18세~40세*)과 한국농어촌공사 농지은행을 통하여 농지 임대차 계약을 체결한자
   - ’96.1.1. 이전 취득농지의 경우 임대ㆍ임차인간 농지 임대차 계약가능       * 대상 청년농업인 : (연령) ’83. 1. 1. ∼ ’05. 12. 31.",,전남광주통합특별시,광역시도,농업정책과,개인,접수기관 별 상이,방문신청,,전남광주통합특별시 농업정책과/061-286-6241,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000206,761,"농업,영농,농지"
646000000213,농업용 유류저장탱크(급유기) 구입 지원,농림축산어업,"1,000리터 미만의 농업용 유류저장탱크(급유기) 구입비용 지원","ㅇ 지원대상 : 전남도에 1년(신청일 기준) 이상 거주(주소 기준)하고, 농지를 소유 또는 임대하여 농작물을 실경작하고 있는 농업인
ㅇ 지원기종 : 유류저장탱크(급유기)
  - 유류저장탱크 용량이 1,000ℓ 미만인 제품만 지원
  - 제품성능 확보, 품질관리 등 사후관리를 위하여 한국농기계공업협동조합에 등록된 업체의 제품 구입
  - 국내 경제 활성화 및 원활한 사후관리(AS 등)를 위해 국내에서 생산하는 업체 제품을 우선구매토록 권고
 ㅇ 지원내용 : 급유기 용량에 따른 금액*으로 보조금을 차등 지원하되, 최대 보조 한도는 1대당 330만원의 60%(198만원)
     * 기종·용량별 적정 금액은 한국농기계공업협동조합에 등록된 기종별 가격 참고 
     * 1대당 기준단가(980ℓ기준) : 3,300천원",,전남광주통합특별시,광역시도,식량원예과,개인,접수기관 별 상이,방문신청,,전남광주통합특별시식량원예과/061-286-6473,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000213,748,"농업,농작물,농지"
646000000219,귀농어귀촌인 우수 창업 활성화 지원,생활안정,귀농어귀촌인의 창업 컨설팅 및 영농어 초기 비용 지원을 통한 신규 농어업 육성 ,"○ 사업기간 : 2025. 4월 ~ 12월
 ○ 사 업 량 : 귀농어귀촌인 60명(팀)
 ○ 사업대상 : 신청일 기준 도내 농어촌 전입 5년 이내 귀농어귀촌인
 ○ 사업내용 : 창업 컨설팅 및 농어업 등 창업비용 지원    * 명(팀) 당 컨설팅 비용 포함 20백만원 이내
 ○ 주요지원내용 
    - 선택:    맞춤형 컨설팅(현장점검, 기술지도 등) / 기술지원(특허, 상표, 디자인 출원비용 등)) /
               맞춤형 제품개발(신규제품 제작을 위한 목업, 금형 제작 등)  / 창업기반 구축(사업장 리모델링, 농어업 관련 사업에 피요한 시설·장비 구입 등) /
               국내외식품 인증(HACCP, 할라,  ISO22000, 코셔 등 인증) / 온오프라인홍보(직매장개설, 홈페이지 개설, 온라인 홍보 등)",,전남광주통합특별시,광역시도,인구정책과,개인||법인/시설/단체,접수기관 별 상이,방문신청,,전남광주통합특별시 인구정책과/061-286-2842,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000219,897,"귀농,귀촌,영농"
646000000233,원예분야 살균수 공급장치 지원,농림축산어업,"노지, 시설 원예농산물 재배농가를 대상으로 농업용 살균수 공급장치 지원 ","ㅇ 노지, 시설 원예농산물 재배농가를 대상으로 농업용 살균수 공급장치 지원 
 - 살균수 공급장치: 살균 효과가 검증된 차아염소산나트륨 용액 등을 만드는 장비로, 해당 살균수를 이용하면 병원균에 의한 연작피해를 완화",,전남광주통합특별시,광역시도,식량원예과,개인,접수기관 별 상이,방문신청,,전남광주통합특별시 식량원예과/061-286-6481,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/646000000233,547,"농업,농가"
647000000118,사료산업지원,농림축산어업,가축사육농가에 면역강화용 사료첨가제 지원,"○ 면역강화용 사료첨가제 지원
 - 사업내용 : 면역강화용 사료첨가제 지원
 - 지원조건 : 3만원/포(보조 50%, 자부담 50%)",,경상북도,광역시도,축산정책과,개인,상시신청,방문신청,,축산정책과/054-880-3422,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000118,753,농가
647000000119,가업승계 농업인 정착 지원,농림축산어업,가업을 승계한 농업인에게 시설개보수 및 첨단화 지원,○ 가업승계농업인의 시설개보수 및 첨단화 지원(보조 70%),,경상북도,광역시도,농업대전환과,개인,접수기관 별 상이,방문신청,,농업대전환과/054-880-3323,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000119,1007,농업
647000000128,친환경 농산물 판로 확대 지원,농림축산어업,친환경농산물 생산 농업인 등에게 직거래 택배비 일부 지원,"○ 지원대상: 친환경인증 농산물, 유기가공식품, 무농약원료가공식품 생산 농업인 및 농업법인

○ 지원내용: 친환경인증 농산물, 가공식품 등의 직거래 택배비 일부 지원

○ 지원기준: 건당 5,000원 한도",,경상북도,광역시도,스마트농업혁신과,개인,상시신청,방문신청,,친환경농업과/054-880-3362,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000128,702,농업
647000000132,과수생산경쟁력제고,농림축산어업,대체과수 재배 농업인 등에게 생산기반시설 조성 및 현대화 지원,○ FTA 대응 대체과수 생산기반시설 신규조성 및 시설현대화 지원,,경상북도,광역시도,스마트농업혁신과,개인,6월중,방문신청,,스마트농업혁신과/054-880-3375,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000132,752,농업
647000000139,귀농인정착지원,주거·자립,전입 귀농인에게 영농기반 소요비용 지원,"○ 귀농초기 영농기반에 소요되는 비용 지원

○ 지원조건 : 농가당 5백만원 한도 80% 지원",,경상북도,광역시도,농업대전환과,개인,접수기관 별 상이,방문신청,,농업대전환과/054-880-3308,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000139,1468,"귀농,농업,영농,농가"
647000000140,농업계고 졸업생 창업비용 지급,농림축산어업,농업계고 졸업 후 5년 이내의 자로 사업대상자로 선정된 후 3개월이상 영농 종사자 ,"○ 영농정착 및 창업 지원금 :  500만원/1인(3년간 지원)

  - 농업용 기계, 농자재 구입비로 사용",,경상북도,광역시도,농식품유통과,개인,재학중인 학교 또는 시·군청에서 안내,방문신청,,농식품유통과/054-880-3336,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000140,1029,"농업,영농"
647000000142,친환경농업지속직접지불제,농림축산어업,농업인에게 소득감소분 및 생산비 차익 일부 지원,"○ 지원대상 : 유기농산물 인증을 받고 농업경영체를 등록한 농업인 및 법인

○ 지원내용 : 유기농업 실천 농업인의 소득감소분 및 생산비 차익 일부 지원

○ 지원금액(ha당) : 논 350,000원/ 채소 등 650,000원/ 과수 700,000원",,경상북도,광역시도,스마트농업혁신과,개인,3 ~ 4월,방문신청,,친환경농업과/054-880-3362,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000142,527,농업
647000000151,중소형농업기계공급지원,생활안정,농업인에게 중소형농업기계 공급 지원,"○ 경상북도에 주소를 두고 농업경영체를 등록한 농업인에게 한국농업기계협동조합에서 발행한 “농업기계목록집”에 수록된 정부지원대상 농업기계 중 1천만원 이하 기종으로서 신규 제작한 농업기계에 한하며 지원 - 지원단가 :  1,000만원 이하 정부지원대상 농업기계 중 200만원 한도로 50%(100만원 최대) 보조",,경상북도,광역시도,스마트농업혁신과,개인,상시신청,방문신청,,친환경농업과/054-880-3366,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000151,1241,농업
647000000154,출산농가 영농도우미지원,임신·출산,농어촌지역 등에 거주하는 출산여성농어업인에게 영농대행인건비 지원,"○ 출산(예정)여성 농어업인 및 배우자 출산 남성 농어업인에게 영농대행 도우미를 이용한 일수 지원
   - 신청기간 :  출산(예정)일 기준으로 출산 전 90일, 출산 후 270일, 360일 기간 중 (단, 배우자 출산 남성농어업인은 출산 전 이용 불가)
   - 지원단가 : 72,000원(90,000원/일의 80%) 
   - 지원한도 : 출산(예정)여성농어업인 90일, 배우자 출산 남성 농어업인 10일

 ※ 예산소진 시 서비스는 종료됩니다",,경상북도,광역시도,농업대전환과,개인,상시신청,방문신청,,농업대전환과/054-880-3322,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000154,1475,"농업,영농,농가"
647000000158,결혼이민자농가 소득증진지원,농림축산어업,결혼이민자농가에 영농기반 확충 자금 지원,"○ 지원대상자의 영농(사업계획)에 따라 10백만원 범위 내 자금 지원(보조 80%, 자부담 20%)
 - 경종분야 및 축산분야 시설확충 및 농기계 구입 등 지원",,경상북도,광역시도,농업대전환과,개인,접수기관 별 상이,방문신청,,농업대전환과/054-880-3322,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000158,853,"농업,영농,농가"
647000000161,여성농어업인 행복 바우처,문화·환경,여성농어업인에게 건강문화복지 바우처 지원,"○ 여성농어업인에게 건강문화복지 바우처 지원(15만원)
 - 보조 12만원, 자부담 3만원

○ 사용 가맹점 
 - 전 업종 사용(약국, 의료, 주류, 사행성 등 28개 업종 제외)",,경상북도,광역시도,농업대전환과,개인,1월 중(기관별 신청기간 별도 안내),방문신청,,경북도청 농업대전환과/054-880-3322,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000161,2443,농업
647000000162,식량자급률제고지원,농림축산어업,"농업인 등에게 종자, 비료대 등 생산비 지원","○ 지원대상 : 품목별 3ha이상 재배지역(단일품목)으로서 사업대상지역(집단재배단지)으로 선정된 지역내 재배농가

○ 지원내용 : 종자, 비료대 등 생산비

○ 지원형태 : 보조 70% 자부담 30%",,경상북도,광역시도,스마트농업혁신과,개인,상시신청,방문신청,,친환경농업과/054-880-3370,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000162,819,"농업,농가"
647000000168,농어민수당지원,농림축산어업,"농업,농촌이 가지는 공익적 가치를 유지, 증진하는 농어민에게 수당 지급(일정 자격있음) ","○ 농어민 수당 지원
 - 지원대상 : 신청년도 1월 1일전 도내  계속해서 1년이상  거주, 실제 영농에 1년이상 계속 종사한 농어업인 중 농어업경영체 정보를 등록한 경영주
 - 지원금액 : 농가당 60만원 (상반기 60만원 일괄 지급) * 2025년부터 시행
 - 지원방법 : 지역화폐(상품권) 및 선불카드 지급  * 2025년부터 시행",,경상북도,광역시도,농업대전환과,가구,2025.2.1 ~ 2025.3.14(매년 상이함),방문신청||직접입력,,경상북도 농업대전환과/054-880-3316,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/647000000168,26054,"농업,영농,농촌,농가"
648000001021,GAP 인증수수료 지원,농림축산어업,농업인 등에게 GAP 인증수수료 등 지원,"○ 우수관리인증 신규(갱신), 유효기간 연장, 변경신청 수수료 지원
○ 우수관리시설 지정신청 수수료, 현지심사를 위한 출장비 지원",,경상남도,광역시도,농식품유통과,개인,상시신청,방문신청,,창원시 농업기술센터 농산물유통과/055-225-5633||진주시 농업기술센터  농산물유통과/055-749-6179||통영시 농업기술센터 농축산과/055-650-6221||사천시 농업기술센터 기술지원과/055-831-3860||김해시 농업기술센터 농식품유통과/055-350-4064||밀양시 농업기술센터 스마트유통과/055-359-7134||거제시 농업기술센터 농식품유통과/055-639-6434||양산시 농업기술센터 농정과/055-392-5374||의령군 농업기술센터 농업정책과/055-570-4142||함안군 농업기술센터 원예유통과/055-580-4533||창녕군 농업기술센터 농식품유통과/055-530-7574||고성군 농업기술센터 농업기술과/055-670-4214||남해군 농업기술센터 유통지원과/055-860-3913||하동군 농업기술센터 농산물유통과/055-880-2863||산청군 농업기술센터 농식품유통과/055-970-7743||함양군 농업기술센터 농산물유통과/055-960-8192||거창군 농업기술센터 농업소득과/055-940-8263||합천군 농업기술센터 농업지도과/055-930-3978,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001021,1321,농업
648000001030,친환경농산물 전략품목 육성지원,농림축산어업,친환경농업 실천 농가 등에 생산장려금 지급,○ 경남도 전략품목(35개) 중 친환경인증을 받은 농가에 생산장려금 지급,,경상남도,광역시도,스마트농업과,개인,"마을·단체, 농가 상이",방문신청,,시군별 담당부서/055-120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001030,810,"농업,농가"
648000001033,농기계 공급확대 사업,농림축산어업,농업인 구입 희망 농기계 지원,○ 농기계 구입비용 지원,,경상남도,광역시도,스마트농업과,개인,상시신청,방문신청,,읍면동별 주민센터/(),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001033,1411,농업
648000001042,청년농업인 취농직불제,농림축산어업,청년농업인에게 영농자금 및 일반 가계자금용 바우처 지급,"○  월100만원, 연간 최대 1,200만원 농협직불 카드를 발급하여 바우처 형식으로 지급(영농자금 및 일반 가계자급으로 활용)",,경상남도,광역시도,농업정책과,개인,접수기관 별 상이,방문신청,,경남도청 농업정책과/055-211-6234,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001042,1206,"농업,영농"
648000001045,고급육 출하농가 장려금 지원사업,농림축산어업,고급육 출하농가 장려금 지원,"○ 고급육 출하농가 장려금 지원
- 1++A,B등급 300천원, - 1+A,B등급 200천원 지원",,경상남도,광역시도,축산과,개인,접수기관 별 상이,방문신청,,축산과/055-211-6523,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001045,754,농가
648000001050,토종농산물 직불제,농림축산어업,토종농산물 재배 농업인에게 직불금 지원,○ 토종농산물 재배에 따른 직불금 지원,,경상남도,광역시도,스마트농업과,개인,2026. 4.,방문신청,,시군별 담당부서/(),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001050,733,농업
648000001052,과수 자연재해 경감 지원,농림축산어업,과수재배농가에 과수자연재해 경감제 지원,○ 과수자연재해 경감제 지원,,경상남도,광역시도,스마트농업과,개인,접수기관 별 상이,방문신청,,시군별 농업기술센터/(),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001052,1886,"농업,농가"
648000001057,서민층 의료서비스 지원,보건·의료,"수급자, 차상위계층 등에게 진료비, 건강검진비 등 지원","○ 서민층 진료비 지원 : 의료급여수급자, 차상위계층, 장애인(중증), 국가유공자 등
 - 진료비 본인부담금 20~50% 지원(1인 연 50만원 이내)

○ 저소득층 종합건강검진비 지원 : 서민층 진료비 지원 대상자 중 41세 이상 홀수년도 출생자(1984.12.31. 이전 출생자, 격년 실시)
 - 종합건강검진, 심장 및 뇌 정밀검진 지원(본인부담금 2~5만원,  도 18만원, 나머지  의료기관 부담)

○ 여성농업인 진료비 지원 : 20세 ~ 70세 전업여성농업인(‘여성농업인 바우처’사업 대상)
 - 진료비 및 종합건강검진비 중 본인부담금 50% 지원(1인 연 50만원 이내)",,경상남도,광역시도,의료정책과,개인,접수기관 별 상이,방문신청,,마산의료원/055-249-1619||경상국립대학교병원/055-750-8762||창원경상국립대학교병원/055-214-2550||양산부산대학교병원/055-360-1036||통영적십자병원/055-640-1779||거창적십자병원/055-949-3368||의료정책과/055-211-5054,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001057,6817,농업
648000001070,농가 도우미 지원,임신·출산,"출산(예정) 여성농업인을 위해 가사, 영농 도우미 이용료 일부 지원","○ 여성농업인 출산(예정) 시 영농, 가사를 대행한 도우미 이용료 일부 지원
  - 출산(예정)일 기준으로 출산 전 180일부터 출산 후 180일까지 360일 기간 안에 신청하여야 하며, 360일 기간 중 도우미를 90일간 이용할 수 있음   
  - 도우미 이용료 1일 83,000원의 85% 지원(자부담 12,450원)",,경상남도,광역시도,농업정책과,개인,상시신청,방문신청,,경남도청/055-211-6235||진주시 농업기술센터/055-749-6139||통영시 농업기술센터/055-650-6213||사천시 농업기술센터/055-831-3770||밀양시 농업기술센터/055-359-7123||거제시 농업기술센터/055-639-6317||의령군 농업기술센터/055-570-4134||함안군 농업기술센터/055-580-4413||창녕군 농업기술센터/055-530-6084||고성군 농업기술센터/055-670-4843||남해군 농업기술센터/055-860-3947||하동군 농업기술센터/055-880-2414||산청군 농업기술센터/055-970-7852||함양군 농업기술센터/055-960-8125||거창군 농업기술센터/055-940-8181||합천군 농업기술센터/055-930-4494,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001070,1102,"농업,영농,농가"
648000001075,과실 장기저장제 지원,농림축산어업,과수재배농가에 과실장기저장제 지원,○ 과실장기저장제 지원,,경상남도,광역시도,스마트농업과,개인,접수기관 별 상이,방문신청,,시군별 농업기술센터/(),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001075,1389,"농업,농가"
648000001116,여성농업인 바우처 지원,생활안정,"1인 연간 지원액 : 20만원
여성농업인의 건강증진 및 문화·복지활동을 위한 바우처 지원","1인 연간 지원액 : 20만원
여성농업인의 건강증진 및 문화·복지활동을 위한 바우처카드 발급 지원",,경상남도,광역시도,농업정책과,개인,2026.02.23.~2026.03.31.,방문신청,,경상남도/055-211-6235||창원시/055-225-5434||진주시/055-749-6139||통영시/055-650-6214||사천시/055-831-3771||김해시/055-350-4052||밀양시/055-359-7121||거제시/055-639-6374||양산시/055-392-5365||의령군/055-570-4132||함안군/055-580-4413||창녕군/055-530-6084||고성군/055-670-4843||남해군/055-860-3947||하동군/055-880-2414||산청군/055-970-7852||함양군/055-960-8125||거창군/055-940-8188||합천군/055-930-3653,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001116,5884,농업
648000001117,청년농업인 영농정착 지원,농림축산어업,"(1년) 110만원, (2년) 100만원, (3년) 90만원 의 영농정착지원금 지원","농협 청년농업희망카드를 발급하여 바우처 방식으로 사업대상자에게 영농정착지원금 지급
* 인근 농협(지역조합 또는 중앙회 시군지부)을 방문하여 영농정착지원금 신용·체크카드 발급받은 후 
발급받은 신용·체크 카드로만 결제 가능하며, 현금 인출이나 계좌 이체 등은 불가
** 농협 계좌가 없는 경우에는 계좌 신설 필요",,경상남도,광역시도,농업정책과,개인,2025.11.05~2025.12.11,기타 온라인신청,,경상남도/055-211-6234,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001117,967,"농업,영농"
648000001118,청년후계농 농지 임대료 지원,농림축산어업,◦ 지자체 및 한국농어촌공사(농지은행사업) 또는 개인 농지·시설하우스 임대료 일부 지원,◦ 지원내용: 지자체 및 한국농어촌공사(농지은행사업) 또는 개인 농지·시설하우스 임대차 계약 시 임대료 일부 지원,,경상남도,광역시도,농업정책과,개인,접수기관 별 상이,방문신청,,경상남도/055-211-6234||창원시/055-225-5433||진주시/055-749-6137||통영시/055-650-6214||사천시/055-831-3770||김해시/055-350-4053||밀양시/055-359-7121||거제시/055-639-6383||양산시/055-392-5304||의령군/055-570-4134||함안군/055-580-4414||창녕군/055-530-6056||고성군/055-670-4133||남해군/055-860-3927||하동군/055-880-7186||산청군/055-970-7852||함양군/055-960-8311||거창군/055-940-8188||합천군/055-930-4495,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001118,3094,"농업,농지"
648000001119,귀농인 안정정착 지원,생활안정,"귀농귀촌 관련 교육 및 견학비, 행사참가비, 임차료 등 지원 ","지원 내용
   ○ 지원금액 : 농가 70세대, 세대당 1,500천원
   ○ 지원조건 : 도비 20%, 시군비 80%
     - 사업별 초과 소요비용은 자부담으로 충당
     - 최근 3년간 지원실적이 있는 농가 지원 제외
지원 대상사업
   ○ 귀농교육, 농업분야교육 수강료, 컨설팅비용, 농업분야 선진지 견학비, 각종 국내외 행사(축제, 박람회) 참가비, 농업관련 자격증 취득,  (중)장비·농기계 임차료 등",,경상남도,광역시도,농업정책과,개인,접수기관 별 상이,방문신청,,경상남도/055-211-6243||창원시/055-225-5432||진주시/055-749-6137||사천시/055-831-3771||김해시/055-350-4056||밀양시/055-359-7117||거제시/055-639-6384||양산시/055-392-5303||의령군/055-570-4223||함안군/055-580-4423||창녕군/055-530-7593||고성군/055-670-4134||남해군/055-860-8839||하동군/055-880-2849||산청군/055-970-7853||함양군/055-960-4193||거창군/055-940-8162||합천군/055-930-3944,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001119,484,"귀농,귀촌,농업,농가"
648000001155,임산부 친환경농산물 지원,임신·출산,임산부 및 출산한 자에게 친환경농산물 꾸러미(24만원 상당) 지원,'25. 1. 1. 이후 출산한 자 및 신청 당시 임신 확인이 가능한 자에게 1인당 24만원 상당의 친환경농산물 꾸러미 지원,,경상남도,광역시도,스마트농업과,개인||가구,2026.06.15~2026.06.30,방문신청,,경상남도 스마트농업과/055-211-6324,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/648000001155,820,농업
650000000222,기타과수 생산시설 현대화 지원,농림축산어업,기타과수 재배 농업인에게 비상발전기 외 10개사업 지원,"○ 농업경영체에 등록한 기타과수(감귤류를 제외한 과수) 재배 농업인에게 생산기반시설(*비상발전기 외 10개사업) 설치 비용 지원
    * 지원사업 내역: 비상발전기, 자동개폐기, 관수관비시설, 농산물운반시설, 무인방제시설, 환풍기, 송풍팬, 난방기, 보온커튼, 재난방지시스템, 제습기",,제주특별자치도,광역시도,감귤유통과,개인,접수기관 별 상이,방문신청,,제주시 감귤유통과/064-728-3332,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000222,917,농업
650000000223,고품질 만감류 장려금 지원,농림축산어업,고품질 만감류 출하농가에 장려금 지원,"○ 품질 기준 이상의 만감류(한라봉, 천혜향, 레드향, 황금향, 카라향)를 출하하는 농가에게 인센티브 제공",,제주특별자치도,광역시도,감귤유통과,개인,접수기관 별 상이,방문신청,,감귤유통과/064-760-2722,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000223,861,농가
650000000229,경작지 암반제거 지원,농림축산어업,밭작물 재배농지의 암반제거 비용 지원,"○ 농업경영체에 등록한 밭작물 재배농지(과수원 제외)에 암반 존재할 경우 암반제거 비용 지원

○ 200㎥ 이하 암반 제거 및 지반 정리에 따른 장비 사용료 지원",,제주특별자치도,광역시도,감귤유통과,개인,매년 1월 중,방문신청,,제주시청 감귤유통과/064-728-3353,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000229,720,"농업,농지"
650000000242,흑우 소득 직불금 지원,농림축산어업,흑우암소 사육농가에 직불금 지원,"○ 시업기간 : 2026.1 ~ 12

○ 사업내용 : 12개월령 이상 흑우암소 사육농가에 직불금 지원

○ 협조기관 : 지역축협(제주축협, 서귀포시축협)

○ 지원기준 : 3월말 기준 사육 암소 총 마리수를 예산액으로 균등 안분 지원",,제주특별자치도,광역시도,친환경축산정책과,개인,2025.12.19~2026.01.09,방문신청,,친환경축산정책과/064-710-2122,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000242,710,농가
650000000270,제주특별자치도 여성농업인 행복이용권 지원,문화·환경,도내 20세 이상 ~ 80세 미만 여성농업인을 대상으로 행복이용권 지원(20만원/인),"○ 지원대상: 농업경영정보를 등록한 20세 이상 ~ 80세 미만 여성농업인
○ 지원내용: 1인당 행복이용권(NH채움카드 바우처) 20만원 지원
○ 사용업종: 전체 업종  
    - 단,  사이버거래, 건강보험 적용 병·의원 및 약국, 일정규모 이상의 대형 유통업체 등 제외",,제주특별자치도,광역시도,친환경농업정책과,개인,2026.03.09~2026.03.31,정부24온라인신청||방문신청,,제주도청 친환경농업정책과/064-710-4093||제주시청 친환경농정과/064-728-3316||서귀포시청 친환경농정과/064-760-2842,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000270,7344,농업
650000000271,제주특별자치도 출산 농가도우미 지원,임신·출산,도내 출산(예정) 여성농업인을 대상으로 출산 전후 영농도우미 이용 금액 정액 지원,"○ 지원대상: 농업경영정보를 등록한 도내 출산(예정)* 여성농업인
    * 임신 4개월(85일) 이후 발생한 유산·조산·사산의 경우 출산으로 인정
○ 지원내용: 출산 전후 영농도우미 이용 금액 정액 지원
○ 지원범위
  - 지원기간: 출산 전 90일~출산 후 120일 중 최대 70일
  - 기준단가: 1일 82,560원(인당 최대 5,779,200원 지원)",,제주특별자치도,광역시도,친환경농업정책과,개인,상시신청,방문신청,,제주특별자치도 친환경농업정책과/064-710-4093||제주시 친환경농정과/064-728-3316||서귀포시 친환경농정과/064-760-2843,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000271,1059,"농업,영농,농가"
650000000278,감자 종서 구입비 지원,생활안정,농업인에게 가을 재배용 감자 종서 구입비 일부 지원,○ 농업경영체로 등록한 농업인(농업경영체에 등록된 감자 재배지 기준)에게 가을 재배용 감자 종서 구입비 일부(60%) 지원,,제주특별자치도,광역시도,감귤유통과,가구,매년 3월~4월내(약 2주간),방문신청,,감귤농정과 원예특작부서/064-760-2712,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000278,717,농업
650000000291,농업인 안전재해보험 지원,농림축산어업,농업인에게 안전재해보험료 지원,"○ 농업인 안전재해보험 가입비 지원
 - 지원대상 : 공제가입일 현재 제주시 또는 서귀포시에 주소를 두고, 영농활동에 종사하는 만 15세 이상 87세 이하의 농업인(일부상품은 84세)
 - 지원내용 : 피보험자 1인당 보험료 75% 지원(국비 50%, 도비 25%)
 - 시행기관 : NH농협생명보험",,제주특별자치도,광역시도,친환경농정과,개인,상시신청,방문신청,,제주시 친환경농정과/064-728-3313,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000291,1242,"농업,영농"
